tutinh,kholay,NgayLTC,khung_gio_tao_don,ly_do_tre_12h,sellername,vol_ltc,tuan,vung,ot,Tuần,AM
Ninh Thuận,Bưu Cục 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Xưởng gia công các loại,2,23,NTB,2,W22,Nguyễn Duy Long
Đắk Nông,Bưu Cục 40 Nguyễn Văn Linh-Cư Jút-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Son Lyshop,1,23,NTB,1,W22,Trần Thị Nhung
Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Macca Trung Linh,1,23,NTB,1,W22,Huỳnh Thị Kim Chi
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,shop B&B....,53,23,NTB,53,W22,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Hàng Nội Địa Nhật Bản Vip,7,23,NTB,7,W22,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Văn Thức Shop 49,16,23,NTB,16,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Hongthu.shop,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,ĐP Yên Nhiên,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,LY ĐẶNG X7,2,23,NTB,2,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,phụ Liệu Tóc Mỹ Phẩm Diễm,3,23,NTB,3,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Kho Sỉ Giá Gốc,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,KhuVườnTrênMây,2,23,NTB,2,W22,Hồng Bích Nga
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Taki Deli Việt Nam,61,23,NTB,61,W22,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,Cửa hàng Sen vườn 1,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-31,3.Tạo sau 19h,1.Gan_tre,YODY Official,4,23,NTB,0,W22,Lê Minh Đại
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng Trung Thành,1,23,NTB,1,W22,Hồng Bích Nga
Đắk Nông,Bưu Cục 40 Nguyễn Văn Linh-Cư Jút-Đắk Nông,2026-05-31,1.Tạo trước 9h,4.Khác,Doanh Loa Hay,1,23,NTB,0,W22,Trần Thị Nhung
Khánh Hòa,Bưu Cục 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Hà Sang Shop,81,23,NTB,81,W22,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Đồ ngâm Huế,1,23,NTB,1,W22,Nguyễn Duy Long
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Quầy 228 khu A chợ Đà Lạt,63,23,NTB,63,W22,#N/A
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Mộc thiên phú quỳnhh,1,23,NTB,1,W22,Võ Tấn Lợi
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,My nguyễn naibox,2,23,NTB,0,W22,Cao Thị Thanh Thủy
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,3.Tạo sau 19h,3.Không liên lạc được,Nông trại Hoàng Yến,1,23,NTB,0,W22,Nguyễn Duy Long
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,Đa mi shop,3,23,NTB,0,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,Gấm phan,2,23,NTB,0,W22,Hồng Bích Nga
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,Thư Ú Mall,3,23,NTB,0,W22,Hồng Bích Nga
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Văn Thức Shop 49,6,23,NTB,6,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Số 6 Trương Văn Hoàn-Phường 9-Đà Lạt-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,Atiso Đặc sản Đà Lạt,1,23,NTB,0,W22,Lê Văn Trường
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,LY ĐẶNG X7,1,23,NTB,0,W22,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,gas tý nhân,3,23,NTB,3,W22,Phạm Bá Thành Công
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,HPHouse,9,23,NTB,9,W22,Nguyễn Ngọc Khánh
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,NAMI SHOP 3968,12,23,NTB,12,W22,Trần Văn Phước
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Ngọc Phúc Food-Đặc sản Đà Lạt,8,23,NTB,8,W22,Lê Văn Trường
Khánh Hòa,Bưu Cục 466 Đường 23/10-Nha Trang-Khánh Hòa,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,Shop Đồ Bộ Hằng,1,23,NTB,1,W22,Phan Đình Duy
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,Mỹ Phẩm Long Châu,2,23,NTB,2,W22,#N/A
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,4.Khác,Ser Dalat,1,23,NTB,0,W22,Trầm Hữu Tiến
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Đa mi shop,5,23,NTB,0,W22,Nguyễn Ngọc Khánh
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Zozo Shop 1339,6,23,NTB,6,W22,Trần Văn Phước
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Wax Lông Lạnh Nàng Ong,3,23,NTB,3,W22,Nguyễn Hoàng Phi
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,ĐỐC TỜ KÊ PETSHOP,1,23,NTB,0,W22,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,Hàng Hoá Tổng Hợp giá rẻ,3,23,NTB,3,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục TDP Ba Đình-Lâm Hà-Lâm Đồng,2026-05-31,3.Tạo sau 19h,2.Khách hẹn lại,Xưởng In Ngoan Xinh Yêu,1,23,NTB,0,W22,Huỳnh Thị Kim Chi
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,xưởng binbin shop,1,23,NTB,0,W22,Cao Thị Thanh Thủy
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Bách Hóa HANA 24h,2,23,NTB,2,W22,Lê Thanh Nhựt
Lâm Đồng,Bưu Cục 300 Tự Phước-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,DALATFARM1994,7,23,NTB,7,W22,Lê Văn Trường
Đắk Nông,Bưu Cục Hùng Vương-Nghĩa Trung-Gia Nghĩa-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,LaLa Mộc Miên,13,23,NTB,13,W22,Trần Công Hậu
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Pin Duy Lập,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Thoi Trang Khatoco,2,23,NTB,2,W22,Phan Đình Duy
Khánh Hòa,Bưu Cục Phước Đồng-Nha Trang-Khánh Hoà,2026-05-31,3.Tạo sau 19h,4.Khác,DIỆU THIỆN PEACE BEAN,2,23,NTB,0,W22,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,KhuVườnTrênMây,14,23,NTB,0,W22,Hồng Bích Nga
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,HPHouse,6,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,ShopBinhAn89,20,23,NTB,20,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,TiBi Xây Dựng 2,10,23,NTB,10,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Hongthu.shop,7,23,NTB,7,W22,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,petrang0705,8,23,NTB,8,W22,Phạm Bá Thành Công
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,BIU.shop,3,23,NTB,3,W22,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,LY ĐẶNG X7,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Tiệm nhà của Moon,27,23,NTB,27,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Ăn vặt HoàBình,4,23,NTB,4,W22,Nguyễn Thanh Long
Lâm Đồng,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Điện Máy Tổng Hợp 24h,31,23,NTB,31,W22,#N/A
Lâm Đồng,Bưu Cục 300 Tự Phước-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,DALATFARM1994,1,23,NTB,0,W22,Lê Văn Trường
Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Ann store - nước hoa chính hãng,1,23,NTB,1,W22,Huỳnh Thị Kim Chi
Khánh Hòa,Bưu Cục 36 Bà Triệu-Vạn Ninh-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Chuyên sỉ lẻ hải sản nha trang,9,23,NTB,9,W22,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Đình Phong store 2,19,23,NTB,19,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Cốt Bí Xanh Detox Vip,3,23,NTB,3,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Oanh Thái đồ mặc nhà,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,FRM NUTS,14,23,NTB,14,W23,Nguyễn Duy Long
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,TUAN LE CLOTHING,12,23,NTB,12,W23,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,phụ tùng Lê Trung.,1,23,NTB,1,W23,Huỳnh Tấn Hiền
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-06-01,3.Tạo sau 19h,4.Khác,ĐẶC SẢN XỨ ĐÀ LẠT,1,23,NTB,0,W23,#N/A
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-06-01,3.Tạo sau 19h,4.Khác,YODY Official,2,23,NTB,0,W23,Lê Minh Đại
Khánh Hòa,Bưu Cục Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-06-01,2.Tạo từ 9h-19h,2.Khách hẹn lại,Tạp Hóa Nhà Nông Anh Nguyên,3,23,NTB,0,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,ĐỒ ĐI RỪNG 49,3,23,NTB,3,W23,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,3.Tạo sau 19h,0.Ontime OPR,Hongthu.shop,2,23,NTB,2,W23,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,2.Khách hẹn lại,Riu Lab - Xưởng Gỗ Decor,1,23,NTB,0,W23,Nguyễn Hoàng Phi
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,3.Không liên lạc được,Văn Thức Shop 49,2,23,NTB,0,W23,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Thích Làm Loa,1,23,NTB,1,W23,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-06-01,3.Tạo sau 19h,0.Ontime OPR,shop B&B....,21,23,NTB,21,W23,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,1.Gan_tre,THE CÓI,10,23,NTB,0,W23,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Nội Y Dáng Son,1,23,NTB,1,W23,Hồng Bích Nga
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,2.Khách hẹn lại,Bánh tráng Huỳnh phạm,2,23,NTB,0,W23,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Tee Hí Shop,1,23,NTB,1,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,YuanNguyen,2,23,NTB,2,W23,Hồng Bích Nga
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,Thực Phẩm TP,49,23,NTB,49,W23,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,Nhang Hiệp Hưng,76,23,NTB,76,W23,Nguyễn Duy Long
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-06-01,1.Tạo trước 9h,4.Khác,Phụ Tùng Máy Nông Nghiệp NT,9,23,NTB,0,W23,Nguyễn Duy Long
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-06-01,3.Tạo sau 19h,4.Khác,Holvixa,1,23,NTB,0,W23,Lê Văn Trường
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,2.Khách hẹn lại,Thư pháp An Yên,1,23,NTB,0,W23,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Tài Thành Phát food,1,23,NTB,1,W23,Phạm Bá Thành Công
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Zozo Shop 1339,2,23,NTB,2,W23,Trần Văn Phước
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Trum tang vong 1,2,23,NTB,2,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Văn Thức Shop 49,20,23,NTB,20,W23,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Nước mắm nước tương Shiitake,16,23,NTB,16,W23,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Bách Hóa HANA 24h,6,23,NTB,6,W23,Lê Thanh Nhựt
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,petrang0705,5,23,NTB,5,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,2026-06-01,3.Tạo sau 19h,0.Ontime OPR,Ann store - nước hoa chính hãng,1,23,NTB,1,W23,Huỳnh Thị Kim Chi
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-06-01,1.Tạo trước 9h,4.Khác,Đa mi shop,1,23,NTB,0,W23,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Quầy Thuốc Huyền My 1,11,23,NTB,11,W23,Thái Thị Thanh Thư
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-06-01,1.Tạo trước 9h,4.Khác,Trà Tằng Vĩnh An Lâm Đồng,34,23,NTB,0,W23,Nguyễn Lê Nguyên Vũ
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,Mỹ Phẩm Long Châu,7,23,NTB,7,W23,#N/A
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,BÀN THỜ THẦN TÀI ĐẸP,2,23,NTB,2,W23,Trần Thị Nhung
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,Máy Đảo Thuốc Gia Long,3,23,NTB,3,W23,Cao Thị Thanh Thủy
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-06-01,3.Tạo sau 19h,4.Khác,LUNASTORES SHOPss,1,23,NTB,0,W23,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,1.Gan_tre,DUYTRINH 0FFICAL STORE,1,23,NTB,0,W23,Lê Minh Đại
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,1.Tạo trước 9h,4.Khác,Thế Giới Đ Bẫy - STORE,6,23,NTB,0,W23,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,LY ĐẶNG X7,8,23,NTB,8,W23,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,1.Tạo trước 9h,4.Khác,Phukienphamkhoa,1,23,NTB,0,W23,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,Áo Thun Oh Là La,2,23,NTB,2,W23,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Mồi Cóc Trương Lê,27,23,NTB,27,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,shop đồ ngụy trang,6,23,NTB,6,W23,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-06-01,3.Tạo sau 19h,0.Ontime OPR,Mỹ Phẩm Long Châu,13,23,NTB,13,W23,#N/A
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-06-01,3.Tạo sau 19h,4.Khác,FRM NUTS,3,23,NTB,0,W23,Nguyễn Duy Long
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-06-01,2.Tạo từ 9h-19h,3.Không liên lạc được,Tiệm nhà của Moon,4,23,NTB,0,W23,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,1.Gan_tre,VTNN Duy Tân.,2,23,NTB,0,W23,Lê Minh Đại
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,Tý Nhân,7,23,NTB,7,W23,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,KEM JP THAO,2,23,NTB,2,W23,Hồng Bích Nga
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-06-01,2.Tạo từ 9h-19h,0.Ontime OPR,LUNASTORES SHOPss,1,23,NTB,1,W23,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,TỔNG KHO HÀNG LD,5,23,NTB,5,W23,Hồng Bích Nga
Ninh Thuận,Bưu Cục 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,2026-06-01,1.Tạo trước 9h,4.Khác,Khang-nhi,1,23,NTB,0,W23,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-06-01,1.Tạo trước 9h,0.Ontime OPR,shop B&B....,67,23,NTB,67,W23,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-06-01,2.Tạo từ 9h-19h,2.Khách hẹn lại,Đặc sản KhánhHòa,3,23,NTB,0,W23,Phạm Bá Thành Công
